Correct Answer(s),Question,Answer1,Answer2,Answer3,Answer4,Year,Chapter
Ans2,1. 白血病又稱血癌，是鄉土劇中常見的生病橋段。主因骨髓造血細胞產生不正常增生，進而影響骨髓造血功能的惡性疾病。『白血病』的英文是？(**33),Thrombocytosis ,Leukemia ,Splenomegaly ,Albumin
Ans2,2. 警察專科學校學員在 3000 公尺跑步測驗時突然跌倒昏倒，送醫急救。昏倒的英文是：(**27),Edema ,Fainting ,Arteriosclerosis ,Arrhythmia
Ans1,3. 一例一休鬆綁，多數上班族憂過勞。新北首任技職科長疑過勞腦出血，最後腦死器捐。腦出血的英文是：(**66),Cerebral Hemorrhage ,Parkinson's Disease ,Epilepsy ,Diabetes Mellitus
Ans1,4. 人工授精主要作為治療不孕不育的輔助生殖技術，但近來也不少人利用捐精者提供的精子使女性無需男性夥伴便可懷孕生子。人工授精的英文是：,Artificial Insemination ,Artificial Abortion ,Caesarean Section ,Painless Labor
Ans3,5. 現在很多小孩子有注意力缺失與過動障礙(ADHD)問題，英文是：(**158),Adjustment Disorder/Hyperactivity Disorder ,Anxiety Disorder/Hyperactivity Disorder,Attention-Deficit/Hyperactivity Disorder ,Attention-Deficit/Hostile Disorder
Ans3,6. 研究報告指出，嚼食檳榔的民眾得到口腔癌的機率是一般人的 28 倍。口腔癌的英文是：(**110),Lung Cancer ,Orbital Cancer ,Oral Cancer ,Breast Cancer
Ans1,7. 「敗血性休克」是敗血症造成的重症。Multiple-Resistant Staphylococcus Aureus，簡稱 MRSA，常常是元凶。MRSA 是：(**103),抗藥性金黃色葡萄球菌 ,肺炎雙球菌 ,結核菌 ,芽孢菌
Ans2,8. 亂服藥容易造成 Chronic Renal Failure，它是指：(**95),慢性肺阻塞 ,慢性腎衰竭 ,蜂窩組織炎 ,視網膜剝離
Ans1,9. 下列哪一種醫療費用支付制度，對於全民健保初期論量計酬收支困境的改善幫助不大？(*31、286),論日計酬 ,論病例計酬 ,論人計酬 ,總額預算制度
Ans4,10. 醫療資訊標準的推動可帶來四項主要的好處，請問下列何者不屬於其中之一的好處？(*93),交換性 ,整合性 ,獨立性 ,排他性
Ans4,11. CEN TC251 是屬於下列何者的第 251 號技術委員會？(*82),中華民國國家標準組織 ,國際標準組織,美國國家標準組織 ,歐洲標準委員會
Ans3,12. 資料庫的 SQL 是下列何者的縮寫？(*99),Standardized Question Layer ,Standardized Query Language,Structured Query Language ,System Quality Logical
Ans1,13. 以下何者並非網路效能測量值?(*137),Security ,Delay ,Reliability ,Capacity
Ans1,14. 一般程式開發階段，程式設計師所必須進行的測試項目以單元測試為主，它係以系統中最小單位的程式模組為對象，一般都採用下列哪種技術來測試程式模組中的重要控制路徑，找出程式可能發生的錯誤？(*239),白箱測試 ,黑箱測試 ,回復測試 ,壓力測試
Ans2,15. 系統測試的方式包括 A:驗收測試、B：整合測試、C：單元測試、和 D：整體測試或平行測試，一般的先後順序為何？(*246),A->B->C->D , C->B->A->D , B->C->D->A ,C->D->B->A
Ans2,16. 美國病歷協會將電子病歷的發展，區分為幾個不同的階段，下列先後順序，何者正確？(*34),病歷自動化、電子健康紀錄、電子病歷 ,病歷自動化、電子病歷、電子健康紀錄,電子病歷、病歷自動化、電子健康紀錄 ,電子健康紀錄、病歷自動化、電子病歷
Ans1,17. 下列關於一般防火牆的敘述何者錯誤?(*175),可比對入侵行為特徵碼 ,可過濾封包來源及目的 IP 位址是否合法,可改變進出交通的 IP 位址 ,可過濾封包是否使用合法的 TCP/UDP 埠號
Ans3,18. 公開資料庫時的第一步隱私保護技術，必須先將能識別個人之欄位移除的動作為下列何者？(*205),知情同意權(informed consent) ,身分認證(Authentication),去識別化(deidentification) ,多方私密計算(multiparty secure computation)
Ans1,19. 護理資訊系統必須結合護理過程來設計，護理過程通常是依照下列哪一種順序？(*429),病人評估、診斷、計畫、護理措施、成果評值,成果評值、計畫、病人評估、護理措施、診斷,護理措施、診斷、病人評估、計畫、成果評值,病人評估、護理措施、診斷、成果評值、計畫
Ans4,20. 下列何者是由美國國家醫學圖書館(NLM)計畫所發展的醫學詞彙標準，以 metathesaurus 彙整各種不同的醫學詞彙，並且以 semantic network 表達字詞間的關係？(*86),ICD ,LOINC ,SNOMED ,UMLS
Ans3,"21. 跨醫療院所或衛生行政機關所採用的虛擬私有網路(Virtual Private Network, VPN)主要採用的資訊安全技術，其中不包括下列何者？(*179)",穿隧(Tunneling) ,加解密(Encryption & Decryption),應用層過濾器(Application Filter) ,密鑰管理(Key Management)
Ans2,22. 下列何者是專案成功的三大元素？(*226),人員、設備、資金 ,品質、時間、成本,規劃、設計、執行 ,合約、監督、驗收
Ans3,23. 為了確保交易執行的正確性，一個交易在資料庫管理系統中具有四種特性及所謂交易的 ACID 特性，請問下列何者不屬於 ACID 特性？(*103~104),單元性(Atomicity) ,一致性(Consistency),獨立性(Independency) ,永久性(Durability)
Ans3,24. 住院藥局的藥矚類型分為三類，請問藥矚配發一次量，每次劑量等於總量，停藥時間系統自動設定為啟用時間，這是屬於下列何者藥矚？(*294),短期藥矚 ,長期藥矚 ,立即給藥藥矚 ,需要時使用藥矚
Ans1,25. 對於 HL7 標準組織的敘述，下列何者有誤？(*87),是由國際上七家主要的醫療資訊廠商在互利的情況下所組成的協會,臨床文檔架構(CDA)是由 HL7 組織所制定的標準,HL7 已經成為 ANSI 認可的標準發展組織,HL7 的 3.0 版本直接支援 XML 格式
Ans4,26. 資訊安全目標的宗旨在於保護資料及系統資源的三種性質，下列何者不是其中之一？(*170-171),Integrity ,Confidentiality ,Availability ,Authority
Ans4,27. 資訊安全目標必須從四個方向來考慮，下列何者不屬於這四個方向？(*171),系統安全 ,資料安全 ,程式安全 ,人身安全
Ans1,28. 開發醫院資訊系統時，一般都以 ADT 來簡稱各科的作業流程並將其中所產生資料串接起來，以滿足整體照護需求，請問 ADT 的全名是？(*330),"Admissions, Discharge, Transfer ","Admissions, Diagnosis, Transfer","Admissions, Discharge, Transport ","Admissions, Diagnosis, Transport"
Ans2,29. 在藥物資訊系統中，有提供用藥警示功能，請問藥物交互作用警示是為了避免何種狀況？(*378),重複處方 ,藥物不良事件 ,藥物過量 ,以上皆非
Ans4,30. 疾病監測希望能夠達成的目的，不包括下列哪一項？(*527),偵測即時疫情 ,建立疾病自然史,防疫政策的制定與評估 ,防疫物資準備
Ans4,31. 對於 HIMSS 與 RSNA 聯合提出的企業醫療資訊整合 IHE，下列的敘述何者不正確?(*666), IHE 是 Integrating the Healthcare Enterprise 的縮寫, IHE 定期舉辦實機聯測的活動，並將檢測的結果上網提供查詢, IHE 的技術架構可以分為 Integrating Profiles、Actors 和 Transactions, IHE 是依照診療科別的領域，制定工作流程的規範，包括內科、外科、婦產科和兒科等
Ans2,32. LOINC 是下列何者的編碼系統？(*86),藥劑處方 ,檢驗檢查 ,影像儀器 ,醫學辭彙
Ans3,33. 可自動將病人的檢驗結果與生物區間做比對，如超出正常範圍要特別顯示，請問這是屬於下列哪一種比對？(*363),正常值比對 ,前後值比對 ,區間值比對 ,危險值比對
Ans3,34. 對於藥物不良反應的敘述，下列何者錯誤？(*393),ADR 是 Adverse Drug Reaction 的縮寫,一般分為輕度、中度和嚴重三種等級的不良反應,會延長病人住院時間，且造成病人不舒服是屬於輕度不良反應,會造成病人死亡或危及生命是屬於嚴重的不良反應
Ans3,35. 衛生福利部的遠距健康照護計畫，主要分為三種健康照護服務模式，不包括下列哪一種?(*645),機構式 ,社區式 ,行動式 ,居家式
Ans2,36. 對於醫療資訊系統的英文縮寫，下列何者不正確？(*424),LIS 為檢驗資訊系統 ,MIS 為護理資訊系統,PIS 為藥局資訊系統 ,RIS 為放射影像資訊系統
