Correct Answer(s),Question,Answer1,Answer2,Answer3,Answer4,Year,Ref_Page,Chapter
Ans2,1. Cellulitis 是糖尿病患者容易患的一種疾病，它是指? (**132), 氣胸 , 蜂窩組織炎 , 腎衰竭 , 視網膜剝離,201203,(**132),
Ans3,2. 在精神科臨床檢查中對於病患情感描述時，所使用的「 Depression」是指? (**145), 冷漠 , 恐慌 , 憂鬱 , 漠不關心,201203,(**145),
Ans4,3. Psychosis 是指 (**152), 黴菌感染 , 高血糖症 , 貧血 , 精神病,201203,(**152),
Ans1,4. 醫生懷疑某病人可能得了急性心肌梗塞造成呼吸困難， 其中急性心肌梗塞，該醫護術語是指? (**41), Acute Myocardial Infarction , Acute Renal Failure, Acute Bacterial Endo , Acute Rheumatic Fever,201203,(**41),
Ans4,5. Positron Emission Tomography (PET) 是指 (**44), 癌症基因篩檢 , 內視鏡檢查 , 核磁共振攝影 , 正子斷層造影,201203,(**44),
Ans2,6. 心律不整是指? (**45), Asystole , Arrhythmia , Aromatic , Neurysm,201203,(**45),
Ans1,7. 最近引起話題的瘦肉精，食用過量會引起心悸的後遺症，請問心悸的英文(**22),Palpitation , Erythropenia , Paralysis , Erythremia,201203,(**22),
Ans3,8. 氣喘是指? (**53) , Arrhythmia , Asystole , Asthma , Aromatic,201203,(**53),
Ans2,9. 由於雲端運算的興起，政府有意將全台灣二千三百萬人的完整醫療資訊，透過去個人化、將身分欄加密，預計將發展出卅種潛在商業營運模式稱為? (時事題), 照護雲 , 醫療雲 , 健康雲 , 健保雲,201203,(時事題),
Ans3,10. 不同廠牌的兩部醫學影像儀器之間的傳輸，要遵循哪一項標準? (*99), HL7 , LOINC , DICOM , UMLS,201203,(*99),
Ans1,11. 我國目前健保申報給付所採用的疾病分類碼是哪一種? (*341), ICD9-CM , SNOMED , LOINC , HL7,201203,(*341),
Ans4,12. 下列有關個人資訊隱私之敘述何者正確? (*193-194), 個人資訊隱私神聖不可侵犯，是至高無上的價值, 為了研究方便可以不需要理會隱私問題, 只要行事坦蕩，其實不需要在意隱私, 個人資訊隱私可以視為其對個人資訊之控制權,201203,(*193-194),
